id,group,action
647696,experiment,click
446595,experiment,click
632520,control,click
859064,control,click
261967,control,click
689511,control,click
438444,experiment,click
594927,control,click
611144,control,click
916628,experiment,click
334614,control,click
821557,control,click
779429,experiment,click
298126,experiment,click
746615,experiment,click
743740,control,click
274741,experiment,click
520810,control,click
372892,experiment,click
890040,control,click
596109,experiment,click
562051,experiment,click
751587,control,click
491729,experiment,click
456597,experiment,click
244046,control,click
316068,control,click
604525,experiment,click
562905,experiment,click
681481,experiment,click
249855,control,click
382570,control,click
661460,control,click
805875,experiment,click
363314,control,click
280760,experiment,click
381439,control,click
719052,experiment,click
905385,control,click
350212,control,click
733128,control,click
469075,experiment,click
899540,control,click
813798,control,click
641044,control,click
903594,experiment,click
242407,control,click
348549,experiment,click
755597,control,click
594991,control,click
251248,control,click
920048,experiment,click
272915,control,click
239356,experiment,click
650322,experiment,click
353574,control,click
898078,control,click
407331,control,click
347908,experiment,click
185108,control,click
910611,experiment,click
514046,experiment,click
299126,experiment,click
487955,control,click
716108,experiment,click
544471,control,click
556224,control,click
281261,control,click
321369,control,click
769496,control,click
477205,experiment,click
260564,experiment,click
810633,control,click
925547,experiment,click
826793,control,click
392735,experiment,click
687411,experiment,click
183141,experiment,click
248671,experiment,click
480835,experiment,click
933480,experiment,click
345644,experiment,click
703194,experiment,click
489243,control,click
255243,control,click
906828,control,click
454074,experiment,click
698966,control,click
743043,experiment,click
641268,experiment,click
195631,experiment,click
479703,control,click
537705,experiment,click
390600,control,click
452887,control,click
469120,experiment,click
614501,control,click
339175,experiment,click
603742,control,click
427702,control,click
436289,experiment,click
711821,experiment,click
334293,experiment,click
598804,control,click
789066,control,click
525030,experiment,click
604498,control,click
224219,experiment,click
795115,control,click
924294,experiment,click
647214,experiment,click
786349,control,click
882030,control,click
868765,control,click
261111,experiment,click
356686,control,click
557099,experiment,click
314995,control,click
589308,control,click
352499,control,click
387319,control,click
532710,control,click
731949,experiment,click
616584,experiment,click
825517,control,click
766704,experiment,click
338264,control,click
494926,control,click
737715,control,click
843137,control,click
821865,experiment,click
934268,experiment,click
929454,experiment,click
205250,experiment,click
762149,control,click
706264,experiment,click
494030,experiment,click
843001,control,click
798848,experiment,click
604449,control,click
569491,experiment,click
504493,experiment,click
812175,experiment,click
183248,control,click
803920,experiment,click
783906,control,click
515193,experiment,click
458832,control,click
491548,experiment,click
289058,control,click
467903,control,click
439171,control,click
749085,experiment,click
363132,control,click
767668,experiment,click
802579,control,click
752853,experiment,click
781172,experiment,click
636848,control,click
250065,experiment,click
285143,control,click
812302,control,click
591438,control,click
732505,control,click
590341,experiment,click
492142,experiment,click
252864,control,click
830584,experiment,click
256356,control,click
635946,experiment,click
841512,experiment,click
451445,experiment,click
714123,control,click
739366,control,click
583153,experiment,click
826309,experiment,click
659372,experiment,click
924595,experiment,click
575502,control,click
276126,experiment,click
294827,experiment,click
442574,control,click
325412,experiment,click
840119,experiment,click
223177,control,click
261915,control,click
209052,experiment,click
327843,control,click
796174,experiment,click
461411,control,click
319578,experiment,click
845024,experiment,click
846795,control,click
793192,control,click
258506,control,click
426042,experiment,click
737385,experiment,click
857144,experiment,click
262562,experiment,click
323296,experiment,click
267521,experiment,click
259638,experiment,click
372744,control,click
229002,experiment,click
400309,control,click
228627,experiment,click
658759,experiment,click
381697,control,click
520954,experiment,click
584951,control,click
902927,experiment,click
340917,experiment,click
685970,experiment,click
666439,experiment,click
220827,experiment,click
490568,experiment,click
448661,control,click
645567,control,click
838093,control,click
365888,experiment,click
588684,experiment,click
450958,control,click
573052,control,click
485202,experiment,click
488756,control,click
380921,control,click
624959,experiment,click
674120,experiment,click
350869,control,click
820803,control,click
234429,experiment,click
707752,experiment,click
413380,experiment,click
856728,control,click
288342,control,click
217792,experiment,click
655572,experiment,click
239678,control,click
768762,control,click
297727,control,click
841283,experiment,click
829082,control,click
634055,experiment,click
736705,experiment,click
567720,control,click
577284,experiment,click
781693,experiment,click
211665,control,click
313187,control,click
636726,experiment,click
324906,control,click
248499,experiment,click
849658,control,click
928868,control,click
732300,experiment,click
841724,experiment,click
837125,experiment,click
409548,control,click
207196,experiment,click
750053,experiment,click
418930,experiment,click
800624,experiment,click
447843,experiment,click
672794,experiment,click
663087,experiment,click
906559,control,click
535600,control,click
505175,experiment,click
696979,control,click
680916,experiment,click
716448,experiment,click
787484,control,click
775437,control,click
413142,experiment,click
214723,control,click
316199,control,click
540180,experiment,click
439657,control,click
882016,control,click
278964,experiment,click
870777,control,click
281412,experiment,click
928357,control,click
620076,experiment,click
766743,experiment,click
214729,control,click
408733,experiment,click
321008,control,click
411114,control,click
490669,experiment,click
204006,control,click
896827,experiment,click
247573,control,click
318153,experiment,click
817085,control,click
333466,control,click
610346,experiment,click
474224,control,click
542366,experiment,click
580280,experiment,click
338717,experiment,click
503822,experiment,click
605989,experiment,click
608271,control,click
203215,experiment,click
301359,control,click
804026,experiment,click
656782,experiment,click
400039,experiment,click
555720,control,click
866530,control,click
841492,control,click
670014,experiment,click
524996,control,click
407339,control,click
494358,experiment,click
457769,experiment,click
436650,experiment,click
895851,control,click
506185,experiment,click
684983,control,click
732805,control,click
356143,experiment,click
777733,experiment,click
834121,control,click
366837,control,click
623971,control,click
303750,experiment,click
270216,control,click
231733,control,click
871872,experiment,click
822292,control,click
918853,experiment,click
790350,control,click
520842,experiment,click
723568,control,click
766212,experiment,click
387916,control,click
313897,control,click
934787,experiment,click
784933,control,click
729442,experiment,click
872125,control,click
879562,experiment,click
883692,control,click
755138,control,click
737348,experiment,click
487578,control,click
560591,control,click
746603,experiment,click
693203,control,click
834627,experiment,click
326153,experiment,click
585882,experiment,click
910483,experiment,click
336452,control,click
216374,control,click
609340,experiment,click
784482,control,click
775717,experiment,click
781279,experiment,click
362176,control,click
937139,experiment,click
531050,experiment,click
239719,control,click
492506,control,click
281739,experiment,click
465437,control,click
648148,control,click
671267,experiment,click
747705,control,click
679141,control,click
513061,experiment,click
658531,control,click
639086,control,click
447462,experiment,click
371069,control,click
295304,experiment,click
534203,control,click
272133,control,click
276981,control,click
897436,control,click
865639,experiment,click
303753,experiment,click
801131,control,click
206855,control,click
923603,control,click
571626,experiment,click
738838,control,click
725514,experiment,click
639756,control,click
393280,control,click
647343,control,click
736704,experiment,click
615574,control,click
919000,experiment,click
240509,experiment,click
304285,control,click
842634,control,click
568156,experiment,click
461366,control,click
777016,experiment,click
328542,experiment,click
315576,control,click
709636,control,click
629241,experiment,click
850765,experiment,click
575856,experiment,click
852772,experiment,click
739624,control,click
720426,experiment,click
434090,control,click
662020,experiment,click
223463,experiment,click
374948,experiment,click
751618,experiment,click
191433,control,click
356658,experiment,click
511551,control,click
471511,experiment,click
550309,experiment,click
418454,experiment,click
412400,control,click
914421,control,click
752627,experiment,click
832391,control,click
907896,control,click
392260,experiment,click
316339,experiment,click
808325,control,click
867122,control,click
324151,control,click
774062,control,click
719557,experiment,click
815490,experiment,click
225007,control,click
757997,control,click
182994,control,click
288567,experiment,click
783383,experiment,click
710787,control,click
898122,experiment,click
565738,experiment,click
597110,experiment,click
283406,experiment,click
275737,experiment,click
885711,experiment,click
320306,experiment,click
583751,experiment,click
602415,experiment,click
204891,control,click
423788,control,click
442609,control,click
633430,experiment,click
613951,experiment,click
228500,control,click
807008,experiment,click
899555,experiment,click
402619,control,click
306952,control,click
265573,control,click
554218,control,click
811763,experiment,click
520280,control,click
716967,control,click
673805,control,click
785014,experiment,click
506406,experiment,click
812937,control,click
638794,control,click
426628,control,click
463987,control,click
695403,control,click
342988,experiment,click
871437,experiment,click
398078,experiment,click
293617,control,click
544923,control,click
400250,control,click
279637,control,click
192673,experiment,click
929810,control,click
243459,control,click
391247,control,click
590450,experiment,click
538497,experiment,click
641348,experiment,click
684267,control,click
705523,control,click
763077,experiment,click
699404,control,click
900193,control,click
609119,experiment,click
555492,experiment,click
909764,experiment,click
270926,experiment,click
641700,control,click
423775,control,click
917891,experiment,click
462292,control,click
536494,control,click
356458,experiment,click
194579,control,click
332260,control,click
583515,control,click
624139,experiment,click
878928,experiment,click
935091,control,click
640852,experiment,click
430383,experiment,click
780230,experiment,click
692634,control,click
749897,control,click
233061,control,click
681943,control,click
710684,experiment,click
851453,experiment,click
833995,experiment,click
673013,control,click
838767,control,click
423173,experiment,click
543816,control,click
656561,experiment,click
365597,control,click
292842,experiment,click
543518,control,click
653947,control,click
878630,experiment,click
604441,experiment,click
818460,control,click
320783,control,click
682109,experiment,click
440822,control,click
748385,control,click
755521,experiment,click
623217,experiment,click
702753,control,click
484578,control,click
837982,experiment,click
452999,experiment,click
528147,experiment,click
546886,experiment,click
775319,control,click
883440,experiment,click
819783,control,click
802218,experiment,click
271148,control,click
412738,control,click
492906,experiment,click
469730,experiment,click
298869,experiment,click
448935,control,click
797242,experiment,click
298916,control,click
765369,experiment,click
770282,control,click
433024,experiment,click
846738,experiment,click
887594,experiment,click
279127,control,click
923941,experiment,click
705685,experiment,click
343303,experiment,click
201505,experiment,click
855914,control,click
555638,control,click
288101,experiment,click
904523,control,click
232980,control,click
769429,control,click
703370,experiment,click
528199,control,click
861514,experiment,click
704717,experiment,click
402446,control,click
489698,experiment,click
543949,experiment,click
242647,control,click
864701,experiment,click
694893,experiment,click
821382,control,click
669959,experiment,click
523552,experiment,click
534246,experiment,click
264894,control,click
898349,control,click
228665,experiment,click
215249,control,click
662654,experiment,click
373030,control,click
317695,control,click
462874,control,click
880202,control,click
789085,experiment,click
285429,control,click
507942,experiment,click
914183,control,click
609072,experiment,click
252138,experiment,click
870570,experiment,click
702839,control,click
506473,control,click
811624,control,click
404540,experiment,click
476292,experiment,click
259089,control,click
314887,experiment,click
882413,experiment,click
557978,control,click
736160,experiment,click
926683,control,click
471129,control,click
913016,control,click
490305,control,click
431044,experiment,click
607964,experiment,click
424852,experiment,click
491810,experiment,click
463241,control,click
194447,experiment,click
429875,control,click
283663,experiment,click
203806,control,click
860314,experiment,click
660537,control,click
316730,control,click
408363,control,click
300715,experiment,click
859114,experiment,click
880273,experiment,click
695566,experiment,click
740447,experiment,click
693425,experiment,click
574475,experiment,click
436747,experiment,click
316255,control,click
535273,experiment,click
314818,experiment,click
745611,control,click
354009,control,click
712331,control,click
585087,experiment,click
550233,experiment,click
807805,control,click
593494,experiment,click
812315,control,click
803662,control,click
532966,experiment,click
865923,experiment,click
581394,experiment,click
392696,experiment,click
589899,experiment,click
839666,experiment,click
259386,experiment,click
522251,control,click
577351,control,click
841143,control,click
444428,experiment,click
520379,control,click
253606,experiment,click
626856,experiment,click
463211,experiment,click
571201,control,click
621238,control,click
408520,control,click
834495,control,click
427915,experiment,click
706126,experiment,click
319332,experiment,click
727771,experiment,click
925678,control,click
617012,experiment,click
917744,control,click
928146,experiment,click
637193,control,click
784645,experiment,click
765118,experiment,click
390953,control,click
467124,control,click
650749,experiment,click
258867,experiment,click
414073,experiment,click
613885,experiment,click
184212,control,click
926788,control,click
603167,control,click
929400,control,click
896336,experiment,click
664468,control,click
267477,control,click
326925,experiment,click
398202,control,click
325698,experiment,click
450946,control,click
236692,experiment,click
684426,experiment,click
851352,experiment,click
799307,experiment,click
914851,experiment,click
701333,experiment,click
892423,control,click
841604,control,click
718944,control,click
933330,experiment,click
727027,control,click
396977,control,click
690293,experiment,click
580812,experiment,click
798041,control,click
517256,experiment,click
576069,control,click
208714,experiment,click
550329,experiment,click
548741,experiment,click
389447,control,click
588540,control,click
457864,experiment,click
858651,control,click
407936,control,click
868723,control,click
480670,control,click
737539,control,click
589423,control,click
387971,control,click
661294,experiment,click
371595,experiment,click
412659,control,click
380272,experiment,click
508360,control,click
890481,control,click
879083,control,click
821321,experiment,click
718192,experiment,click
511007,experiment,click
745329,experiment,click
749142,control,click
814027,control,click
462035,experiment,click
194789,experiment,click
688061,control,click
384340,experiment,click
323038,experiment,click
711251,control,click
191301,control,click
269410,control,click
923694,experiment,click
807656,control,click
591014,experiment,click
629733,control,click
335340,experiment,click
684615,experiment,click
528862,control,click
376229,experiment,click
428983,experiment,click
276886,experiment,click
260886,control,click
648080,experiment,click
914816,control,click
867351,experiment,click
912194,experiment,click
749635,control,click
322257,control,click
772426,control,click
366290,control,click
677814,experiment,click
484136,experiment,click
870749,control,click
399591,experiment,click
399109,experiment,click
687449,experiment,click
853730,control,click
677896,experiment,click
673219,control,click
443125,control,click
255764,experiment,click
648373,control,click
419877,control,click
253387,experiment,click
674143,experiment,click
755169,experiment,click
789731,experiment,click
254118,experiment,click
269338,experiment,click
682837,control,click
879906,control,click
785445,control,click
657987,control,click
335178,control,click
897999,experiment,click
653400,control,click
399917,control,click
285712,experiment,click
456469,control,click
675535,experiment,click
343553,experiment,click
777986,experiment,click
249471,experiment,click
443716,control,click
208937,control,click
415323,control,click
687827,control,click
647524,control,click
483570,control,click
302946,control,click
339780,experiment,click
479601,experiment,click
493257,control,click
457492,experiment,click
388778,experiment,click
658894,control,click
396606,control,click
687630,control,click
860324,experiment,click
429125,experiment,click
728903,control,click
434125,experiment,click
596615,experiment,click
712339,control,click
614351,experiment,click
217590,experiment,click
775283,control,click
578035,control,click
452434,control,click
767182,experiment,click
241872,experiment,click
266697,control,click
888156,experiment,click
551076,experiment,click
207418,control,click
703336,control,click
228817,control,click
615294,experiment,click
226772,experiment,click
464491,control,click
311160,experiment,click
285722,experiment,click
911648,control,click
418710,experiment,click
917261,control,click
520263,experiment,click
259680,experiment,click
247627,experiment,click
257684,experiment,click
336304,control,click
267099,experiment,click
828139,control,click
264430,experiment,click
415515,control,click
574057,experiment,click
485081,experiment,click
355841,control,click
742407,experiment,click
732001,control,click
883190,control,click
922526,experiment,click
274439,control,click
629353,experiment,click
369511,experiment,click
834105,experiment,click
798801,experiment,click
798722,experiment,click
216131,control,click
189925,control,click
735922,experiment,click
275418,control,click
828946,control,click
495381,experiment,click
925528,control,click
510071,control,click
307601,experiment,click
333838,control,click
797475,experiment,click
610630,experiment,click
261468,control,click
863415,control,click
549328,experiment,click
799475,control,click
207275,control,click
882345,experiment,click
762958,control,click
929618,control,click
442700,experiment,click
548576,experiment,click
590464,experiment,click
368962,experiment,click
867909,control,click
291960,experiment,click
648158,experiment,click
563546,control,click
348550,control,click
217616,control,click
242330,control,click
902180,control,click
815117,experiment,click
380047,control,click
869163,experiment,click
590004,experiment,click
691454,control,click
253483,experiment,click
364622,experiment,click
682133,experiment,click
219858,control,click
451008,control,click
189707,control,click
493878,control,click
323759,control,click
675420,experiment,click
645150,experiment,click
302453,control,click
246250,control,click
892662,control,click
382924,control,click
899532,experiment,click
619618,control,click
545293,experiment,click
797346,experiment,click
693530,experiment,click
425551,control,click
228192,control,click
558593,control,click
249762,experiment,click
456419,control,click
291347,experiment,click
627317,control,click
506190,control,click
877598,experiment,click
874093,control,click
772080,control,click
796671,control,click
796512,experiment,click
615513,control,click
472640,control,click
758078,experiment,click
501233,experiment,click
914374,control,click
910053,experiment,click
260086,experiment,click
935742,experiment,click
670959,experiment,click
744504,control,click
241148,control,click
734664,control,click
540154,control,click
461729,control,click
202565,experiment,click
440573,control,click
402146,experiment,click
810225,control,click
745319,control,click
911092,experiment,click
691230,control,click
902783,control,click
657801,experiment,click
829237,control,click
802456,control,click
872433,experiment,click
523025,experiment,click
419333,experiment,click
234441,control,click
750811,control,click
385492,experiment,click
433237,experiment,click
556424,experiment,click
872321,control,click
233758,control,click
645607,control,click
726805,experiment,click
802076,control,click
771872,experiment,click
334463,control,click
916658,control,click
417434,experiment,click
762774,control,click
592433,experiment,click
433130,control,click
795438,control,click
625999,experiment,click
919244,experiment,click
756074,control,click
505953,control,click
793357,experiment,click
586622,experiment,click
313306,control,click
246477,control,click
301698,control,click
823459,control,click
627804,control,click
866059,experiment,click
777973,control,click
816013,experiment,click
800842,control,click
423544,control,click
784145,control,click
844888,control,click
535473,control,click
772361,control,click
186656,control,click
190262,control,click
314453,experiment,click
364830,control,click
440137,experiment,click
431184,experiment,click
630845,control,click
417740,experiment,click
712667,control,click
696425,control,click
460631,control,click
509356,control,click
360101,experiment,click
698172,experiment,click
463584,experiment,click
780279,experiment,click
267809,experiment,click
188580,experiment,click
341331,control,click
657381,control,click
579594,control,click
524185,experiment,click
183617,control,click
796059,control,click
389759,experiment,click
839284,control,click
813720,experiment,click
442421,experiment,click
519346,control,click
771102,experiment,click
891635,experiment,click
834542,control,click
486108,control,click
865656,experiment,click
415057,control,click
762498,control,click
413359,experiment,click
591686,control,click
451198,control,click
252195,control,click
344770,experiment,click
615849,experiment,click
795585,control,click
